epoch,step,train_loss,val_loss
1,799,0.23379290103912354,
1,809,0.19777947664260864,
1,819,0.27487102150917053,
1,829,0.21398517489433289,
1,839,0.21652927994728088,
1,849,0.22447457909584045,
1,859,0.21743372082710266,
1,869,0.18202753365039825,
1,879,0.14875516295433044,
1,889,0.19011913239955902,
1,893,,0.23510517179965973
2,899,0.23859071731567383,
2,909,0.185139462351799,
2,919,0.22798877954483032,
2,929,0.18896782398223877,
2,939,0.15924733877182007,
2,949,0.22463521361351013,
2,959,0.17344601452350616,
2,969,0.1683908998966217,
2,979,0.1897008717060089,
2,989,0.24609242379665375,
2,999,0.19565501809120178,
2,1009,0.18407310545444489,
2,1019,0.25105470418930054,
2,1029,0.17558880150318146,
2,1039,0.20257727801799774,
2,1049,0.19092996418476105,
2,1059,0.19185058772563934,
2,1069,0.15877141058444977,
2,1079,0.1817360818386078,
2,1089,0.21379238367080688,
2,1099,0.22373118996620178,
2,1109,0.1847553551197052,
2,1119,0.2345590442419052,
2,1129,0.20952512323856354,
2,1139,0.2352162003517151,
2,1149,0.21621155738830566,
2,1159,0.25804635882377625,
2,1169,0.18746966123580933,
2,1179,0.23544028401374817,
2,1189,0.19682224094867706,
2,1199,0.19089114665985107,
2,1209,0.19415917992591858,
2,1219,0.31340402364730835,
2,1229,0.24355730414390564,
2,1239,0.160508394241333,
2,1249,0.2632729709148407,
2,1259,0.18778330087661743,
2,1269,0.1877581924200058,
2,1279,0.21385428309440613,
2,1289,0.1577472984790802,
2,1299,0.20700494945049286,
2,1309,0.24966862797737122,
2,1319,0.16958458721637726,
2,1329,0.23757296800613403,
2,1339,0.21790647506713867,
2,1340,,0.23388245701789856
3,1349,0.22933349013328552,
3,1359,0.15370261669158936,
3,1369,0.2262222170829773,
3,1379,0.16275820136070251,
3,1389,0.1729522943496704,
3,1399,0.25041913986206055,
3,1409,0.14597822725772858,
3,1419,0.19805778563022614,
3,1429,0.21090000867843628,
3,1439,0.18611297011375427,
3,1449,0.18579316139221191,
3,1459,0.26842865347862244,
3,1469,0.17404763400554657,
3,1479,0.17067444324493408,
3,1489,0.18738232553005219,
3,1499,0.1949014961719513,
3,1509,0.20501309633255005,
3,1519,0.18828658759593964,
3,1529,0.1737850159406662,
3,1539,0.18932375311851501,
3,1549,0.16238540410995483,
3,1559,0.2312617301940918,
3,1569,0.2463812381029129,
3,1579,0.20237645506858826,
3,1589,0.2388419210910797,
3,1599,0.18836641311645508,
3,1609,0.20451360940933228,
3,1619,0.24415849149227142,
3,1629,0.2075425535440445,
3,1639,0.19638466835021973,
3,1649,0.16629856824874878,
3,1659,0.1932617425918579,
3,1669,0.18083220720291138,
3,1679,0.21452221274375916,
3,1689,0.17450913786888123,
3,1699,0.2063157558441162,
3,1709,0.18083328008651733,
3,1719,0.20692940056324005,
3,1729,0.17532213032245636,
3,1739,0.23041659593582153,
3,1749,0.20102044939994812,
3,1759,0.20390424132347107,
3,1769,0.2150689959526062,
3,1779,0.20071856677532196,
3,1787,,0.2414044588804245
4,1789,0.14318498969078064,
4,1799,0.2253677248954773,
4,1809,0.16803842782974243,
4,1819,0.19628401100635529,
4,1829,0.15920604765415192,
4,1839,0.17285487055778503,
4,1849,0.17234446108341217,
4,1859,0.18065212666988373,
4,1869,0.16440297663211823,
4,1879,0.14646032452583313,
4,1889,0.16833406686782837,
4,1899,0.1492539495229721,
4,1909,0.186669260263443,
4,1919,0.13201738893985748,
4,1929,0.20361703634262085,
4,1939,0.17444562911987305,
4,1949,0.2006550133228302,
4,1959,0.19924864172935486,
4,1969,0.19731344282627106,
4,1979,0.15248268842697144,
4,1989,0.16502299904823303,
4,1999,0.19327056407928467,
4,2009,0.18193458020687103,
4,2019,0.1801265925168991,
4,2029,0.18140733242034912,
4,2039,0.19626256823539734,
4,2049,0.18509647250175476,
4,2059,0.21069228649139404,
4,2069,0.1296626180410385,
4,2079,0.18889418244361877,
4,2089,0.1984899938106537,
4,2099,0.16598781943321228,
4,2109,0.13945704698562622,
4,2119,0.2042081654071808,
4,2129,0.22543154656887054,
4,2139,0.15649543702602386,
4,2149,0.1941530406475067,
4,2159,0.16147349774837494,
4,2169,0.16803927719593048,
4,2179,0.16728921234607697,
4,2189,0.21108156442642212,
4,2199,0.16297763586044312,
4,2209,0.16046446561813354,
4,2219,0.17771703004837036,
4,2229,0.18499185144901276,
4,2234,,0.25220832228660583
